MANDT [C(00006)]`SPRAS [C(00002)]`KVEWE [C(00002)]`KAPPL [C(00004)]`KALSM [C(00012)]`STUNR [C(00006)]`ZAEHK [C(00006)]`VTEXT [C(00060)]
400`  E`  A`  `  A61007`  200`  000`
400`  E`  A`  M`  VPUP01`  003`  000`
400`  E`  A`  M`  VPUP01`  004`  000`
400`  E`  A`  M`  VPUP01`  005`  000`
400`  E`  A`  M`  VPUP01`  010`  001`
400`  E`  A`  M`  VPUP01`  010`  002`
400`  E`  A`  M`  VPUP01`  010`  003`
400`  E`  A`  M`  VPUP01`  010`  004`
400`  E`  A`  M`  VPUP01`  010`  005`
400`  E`  A`  M`  VPUP01`  010`  006`
400`  E`  A`  M`  VPUP01`  010`  007`
400`  E`  A`  M`  VPUP01`  010`  008`
400`  E`  A`  M`  VPUP01`  010`  009`
400`  E`  A`  M`  VPUP01`  010`  010`
400`  E`  A`  M`  VPUP01`  010`  011`
400`  E`  A`  M`  VPUP01`  010`  015`
400`  E`  A`  M`  VPUP01`  010`  016`
400`  E`  A`  M`  VPUP01`  010`  017`
400`  E`  A`  M`  VPUP01`  017`  000`
400`  E`  A`  M`  VPUP01`  019`  000`
400`  E`  A`  M`  VPUP01`  020`  000`  Net value incl. disc.
400`  E`  A`  M`  VPUP01`  021`  001`
400`  E`  A`  M`  VPUP01`  021`  002`
400`  E`  A`  M`  VPUP01`  022`  000`  Net value incl. tax
400`  E`  A`  M`  VPUP01`  024`  000`
400`  E`  A`  M`  VPUP01`  025`  000`
400`  E`  A`  M`  VPUP01`  027`  000`  Resulting Price
400`  E`  A`  M`  VPUP01`  031`  001`
400`  E`  A`  M`  VPUP01`  031`  002`
400`  E`  A`  M`  VPUP01`  031`  003`
400`  E`  A`  M`  VPUP01`  031`  004`
400`  E`  A`  M`  VPUP01`  031`  005`
400`  E`  A`  M`  VPUP01`  031`  006`
400`  E`  A`  M`  VPUP01`  031`  007`
400`  E`  A`  M`  VPUP01`  031`  008`
400`  E`  A`  M`  VPUP01`  031`  009`
400`  E`  A`  M`  VPUP01`  031`  010`
400`  E`  A`  M`  VPUP01`  031`  011`
400`  E`  A`  M`  VPUP01`  031`  012`
400`  E`  A`  M`  VPUP01`  032`  001`
400`  E`  A`  M`  VPUP01`  035`  001`
400`  E`  A`  M`  VPUP01`  037`  000`
400`  E`  A`  M`  VPUP01`  038`  000`
400`  E`  A`  M`  VPUP01`  039`  000`
400`  E`  A`  M`  VPUP01`  040`  000`  Actual price
400`  E`  A`  M`  VPUP01`  070`  000`
400`  E`  A`  M`  VPUP01`  075`  000`
400`  E`  A`  M`  VPUP01`  079`  000`  @3Z@Border crossing value
400`  E`  A`  M`  ZAR001`  100`  000`  Gross Value
400`  E`  A`  M`  ZAR001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  ZAR001`  700`  000`  Net Value
400`  E`  A`  M`  ZAR001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  ZAR001`  900`  000`  Total Value
400`  E`  A`  M`  ZAR001`  950`  000`  Effective Value
400`  E`  A`  M`  ZSTO00`  004`  000`  Incl. gold surcharge
400`  E`  A`  M`  ZSTO00`  005`  000`  Gold surcharge
400`  E`  A`  M`  ZSTO00`  020`  000`  Net value incl. disc.
400`  E`  A`  M`  ZSTO00`  022`  000`  Net value incl. tax
400`  E`  A`  M`  ZSTO00`  037`  000`  Rebate
400`  E`  A`  M`  ZSTO00`  038`  000`  Material Rebate
400`  E`  A`  M`  ZSTO00`  040`  000`  Actual price
400`  E`  A`  MS`  MS0000`  005`  000`  Price comp.-Overhead
400`  E`  A`  MS`  MS0000`  010`  000`  Overall Pricing Components
400`  E`  A`  MS`  MS0000`  012`  000`  Total Price
400`  E`  A`  MS`  MS0000`  013`  000`  Relevant Value
400`  E`  A`  MS`  MS0000`  014`  000`  Gross Value
400`  E`  A`  MS`  MS0000`  015`  000`  Surcharge % on Net
400`  E`  A`  MS`  MS0000`  020`  000`  Net Value
400`  E`  A`  MS`  MS0000`  022`  000`  Net value inc. tax
400`  E`  A`  MS`  MS0001`  005`  000`  Relevant Value
400`  E`  A`  RW`  WT0001`  300`  000`  Discount Amount
400`  E`  A`  RW`  WT0001`  800`  000`  Net Value for Item
400`  E`  A`  RW`  WT0001`  900`  000`  Net value 2
400`  E`  A`  RW`  WT0001`  920`  000`  Total Amount
400`  E`  A`  RW`  WT0001`  950`  000`  Profit Margin
400`  E`  A`  RW`  WT0002`  100`  000`  Gross
400`  E`  A`  RW`  WT0002`  300`  000`  Discount Amount
400`  E`  A`  RW`  WT0002`  800`  000`  Net Value for Item
400`  E`  A`  RW`  WT0002`  900`  000`  Net value 2
400`  E`  A`  RW`  WT0002`  920`  000`  Total Amount
400`  E`  A`  RW`  WT0002`  950`  000`  Profit Margin
400`  E`  A`  RW`  WT0012`  100`  000`  Gross Value
400`  E`  A`  RW`  WT0012`  300`  000`  Discount Amount
400`  E`  A`  RW`  WT0012`  800`  000`  Net Value for Item
400`  E`  A`  RW`  WT0012`  900`  000`  Net Value 2
400`  E`  A`  RW`  WT0012`  920`  000`  Total Amount
400`  E`  A`  RW`  WT0012`  950`  000`  Profit Margin
400`  E`  A`  RW`  WT0022`  100`  000`  Gross Value
400`  E`  A`  RW`  WT0022`  110`  000`  Customer/Material
400`  E`  A`  RW`  WT0022`  120`  000`  Customer Discount
400`  E`  A`  RW`  WT0022`  300`  000`  Discount Amount
400`  E`  A`  RW`  WT0022`  800`  000`  Net Value for Item
400`  E`  A`  RW`  WT0022`  900`  000`  Net Value 2
400`  E`  A`  RW`  WT0022`  920`  000`  Total Amount
400`  E`  A`  RW`  WT0022`  950`  000`  Profit Margin
400`  E`  A`  ST`  TAXD`  100`  000`  Output Tax
400`  E`  A`  ST`  TAXD`  200`  000`  Input tax
400`  E`  A`  ST`  TAXUSA`  100`  000`  ttt
400`  E`  A`  TX`  0TXCAJ`  120`  000`  Subtotal
400`  E`  A`  TX`  0TXCAJ`  198`  000`       ***********
400`  E`  A`  TX`  0TXCAJ`  199`  000`       A/P taxes
400`  E`  A`  TX`  0TXCAJ`  200`  000`  Federal Taxes
400`  E`  A`  TX`  0TXCAJ`  230`  000`  Subtotal Base + GST
400`  E`  A`  TX`  0TXCAJ`  299`  000`
400`  E`  A`  TX`  0TXCAJ`  300`  000`  Distributed Prov.
400`  E`  A`  TX`  0TXCAJ`  399`  000`
400`  E`  A`  TX`  0TXCAJ`  400`  000`  Separate G/L Prov.
400`  E`  A`  TX`  0TXCAJ`  499`  000`
400`  E`  A`  TX`  0TXCAJ`  500`  000`  Self Assess Federal
400`  E`  A`  TX`  0TXCAJ`  599`  000`
400`  E`  A`  TX`  0TXCAJ`  600`  000`  Self-assess Prov.
400`  E`  A`  TX`  0TXCAJ`  698`  000`
400`  E`  A`  TX`  0TXCAJ`  699`  000`       **********
400`  E`  A`  TX`  0TXCAJ`  700`  000`       A/R and SD
400`  E`  A`  TX`  0TXCAJ`  720`  000`  Subtotal incl. GST
400`  E`  A`  TX`  0TXCAJ`  799`  000`  =============
400`  E`  A`  TX`  0TXCAJ`  800`  000`  Flat Tax on Employee Travel
400`  E`  A`  TX`  0TXHU`  160`  000`
400`  E`  A`  TX`  0TXIN`  110`  000`
400`  E`  A`  TX`  0TXIN`  120`  000`
400`  E`  A`  TX`  0TXPL`  240`  000`
400`  E`  A`  TX`  0TXTR`  106`  000`  Base + Output Excise
400`  E`  A`  TX`  0TXTR`  116`  000`  Base + Input Excise
400`  E`  A`  TX`  0TXTR`  161`  000`  Base + Excise
400`  E`  A`  TX`  0TXUSX`  105`  000`
400`  E`  A`  TX`  0TXUSX`  200`  000`
400`  E`  A`  TX`  0TXUSX`  300`  000`
400`  E`  A`  TX`  0TXUSX`  400`  000`
400`  E`  A`  TX`  0TXUSX`  500`  000`
400`  E`  A`  TX`  ABRX01`  000`  000`
400`  E`  A`  TX`  ABRX01`  001`  000`
400`  E`  A`  TX`  ABRX01`  130`  000`
400`  E`  A`  TX`  ABRX01`  209`  000`
400`  E`  A`  TX`  ABRX01`  219`  000`
400`  E`  A`  TX`  ABRX01`  227`  000`
400`  E`  A`  TX`  ABRX01`  239`  000`
400`  E`  A`  TX`  ABRX01`  248`  000`
400`  E`  A`  TX`  ABRX01`  298`  000`
400`  E`  A`  TX`  ABRX01`  310`  000`
400`  E`  A`  TX`  ABRX01`  319`  000`
400`  E`  A`  TX`  ABRX01`  365`  000`
400`  E`  A`  TX`  ABRX01`  375`  000`
400`  E`  A`  TX`  ABRX01`  385`  000`
400`  E`  A`  TX`  ABRX01`  395`  000`
400`  E`  A`  TX`  ABRX01`  400`  000`
400`  E`  A`  TX`  ABRX01`  406`  000`
400`  E`  A`  TX`  ABRX01`  415`  000`
400`  E`  A`  TX`  ABRX01`  425`  000`
400`  E`  A`  TX`  ABRX01`  500`  000`
400`  E`  A`  TX`  ABRX01`  700`  000`
400`  E`  A`  TX`  TAXAR`  110`  000`  Subtotal
400`  E`  A`  TX`  TAXAR`  200`  000`  A/M
400`  E`  A`  TX`  TAXAR`  250`  000`  Subtotal
400`  E`  A`  TX`  TAXAR`  300`  000`  E/R
400`  E`  A`  TX`  TAXAR`  410`  000`  Subtotal
400`  E`  A`  TX`  TAXAT`  140`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXAT`  150`  000`
400`  E`  A`  TX`  TAXAT`  200`  000`
400`  E`  A`  TX`  TAXAT`  210`  000`
400`  E`  A`  TX`  TAXAU`  100`  000`  Test
400`  E`  A`  TX`  TAXB`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXB`  170`  000`  Acquisition Tax Cred
400`  E`  A`  TX`  TAXB`  180`  000`  Acquisition Tax Deb.
400`  E`  A`  TX`  TAXBRA`  001`  000`  First line: zero
400`  E`  A`  TX`  TAXBRA`  011`  000`  Tax-relev. conditions:
400`  E`  A`  TX`  TAXBRA`  015`  000`  Calling Application:
400`  E`  A`  TX`  TAXBRA`  016`  000`  Determine calling application:
400`  E`  A`  TX`  TAXBRA`  019`  000`  Read tax data:
400`  E`  A`  TX`  TAXBRA`  020`  000`  ICMS
400`  E`  A`  TX`  TAXBRA`  030`  000`  ICMS Complement
400`  E`  A`  TX`  TAXBRA`  040`  000`  ICMS on Freight
400`  E`  A`  TX`  TAXBRA`  050`  000`  IPI
400`  E`  A`  TX`  TAXBRA`  060`  000`  ISS
400`  E`  A`  TX`  TAXBRA`  070`  000`  Sub.Trib.
400`  E`  A`  TX`  TAXBRA`  080`  000`  ISS New 2004:
400`  E`  A`  TX`  TAXBRA`  090`  000`  **** Zona Franca ****
400`  E`  A`  TX`  TAXBRA`  100`  000`  Call Tax Calculation:
400`  E`  A`  TX`  TAXBRA`  110`  000`  PIS, COFINS
400`  E`  A`  TX`  TAXBRA`  190`  000`  Call Tax Calculation:
400`  E`  A`  TX`  TAXBRA`  200`  000`  Tax Results:
400`  E`  A`  TX`  TAXBRA`  400`  000`  Tax Code Conditions:
400`  E`  A`  TX`  TAXBRA`  750`  000`  ISS
400`  E`  A`  TX`  TAXBRA`  779`  000`  PIS/COFINS non deductible
400`  E`  A`  TX`  TAXBRA`  789`  000`  PIS/COFINS deductible
400`  E`  A`  TX`  TAXBRA`  900`  000`  Withholding Taxes
400`  E`  A`  TX`  TAXBRA`  981`  000`  Get COFINS (Base ICMS+IPI)
400`  E`  A`  TX`  TAXBRA`  982`  000`  Get COFINS (Base ICMS)
400`  E`  A`  TX`  TAXBRA`  986`  000`  Get PIS (Base ICMS+IPI)
400`  E`  A`  TX`  TAXBRA`  987`  000`  Get PIS (Base ICMS)
400`  E`  A`  TX`  TAXBRC`  025`  000`  Base + Discount
400`  E`  A`  TX`  TAXBRC`  030`  000`  10^n of the Base
400`  E`  A`  TX`  TAXBRC`  035`  000`  Recall Discount  <BDIS>
400`  E`  A`  TX`  TAXBRC`  040`  000`  Discount Rate   (*10^n)
400`  E`  A`  TX`  TAXBRC`  099`  000`  ====  ICMS Industrialization =
400`  E`  A`  TX`  TAXBRC`  120`  000`  10^n
400`  E`  A`  TX`  TAXBRC`  125`  000`  Net value + ICMS (iic)
400`  E`  A`  TX`  TAXBRC`  130`  000`  Recall ICMS Rate*Base
400`  E`  A`  TX`  TAXBRC`  135`  000`  10^n
400`  E`  A`  TX`  TAXBRC`  140`  000`  (Net+Disc) Incl. ICMS
400`  E`  A`  TX`  TAXBRC`  145`  000`  Discount Incl. ICMS
400`  E`  A`  TX`  TAXBRC`  155`  000`  ICMS Amount
400`  E`  A`  TX`  TAXBRC`  165`  000`  Net value + ICMS
400`  E`  A`  TX`  TAXBRC`  170`  000`  Calculate excl./oth. base ICMS
400`  E`  A`  TX`  TAXBRC`  190`  000`  ICMS Exempt Industr.
400`  E`  A`  TX`  TAXBRC`  195`  000`  ICMS Ind.Clear.Off.
400`  E`  A`  TX`  TAXBRC`  205`  000`  ==== IPI Calculation =========
400`  E`  A`  TX`  TAXBRC`  210`  000`  Net+Disc+(ICMS if active)
400`  E`  A`  TX`  TAXBRC`  220`  000`  (Net+Disc) incl. ICMS
400`  E`  A`  TX`  TAXBRC`  250`  000`  Net value + ICMS
400`  E`  A`  TX`  TAXBRC`  255`  000`  Net+ ICMS + IPI
400`  E`  A`  TX`  TAXBRC`  265`  000`  Net+ ICMS (+ IPI if active)
400`  E`  A`  TX`  TAXBRC`  294`  000`  ==== ICMS over IPI ===========
400`  E`  A`  TX`  TAXBRC`  295`  000`  Recall 10^n
400`  E`  A`  TX`  TAXBRC`  300`  000`  Recall IPI Rate_fn * 10^n
400`  E`  A`  TX`  TAXBRC`  305`  000`  Sum  10°n * (1 + IPI Rate FN)
400`  E`  A`  TX`  TAXBRC`  310`  000`  (1+ IPI fn - disrate) * 10^n
400`  E`  A`  TX`  TAXBRC`  325`  000`  Discount Rate
400`  E`  A`  TX`  TAXBRC`  330`  000`  Total
400`  E`  A`  TX`  TAXBRC`  335`  000`  Recall 10^n
400`  E`  A`  TX`  TAXBRC`  340`  000`  iic
400`  E`  A`  TX`  TAXBRC`  345`  000`  Recall 10^n
400`  E`  A`  TX`  TAXBRC`  350`  000`  ICMS Cons. w/o Discount
400`  E`  A`  TX`  TAXBRC`  360`  000`  Net+Disc. (+ICMS if active)
400`  E`  A`  TX`  TAXBRC`  375`  000`  Recall ICMS Consumption
400`  E`  A`  TX`  TAXBRC`  380`  000`  Net+ICMS+IPI Consumption
400`  E`  A`  TX`  TAXBRC`  385`  000`  Recall ICMS Cons.
400`  E`  A`  TX`  TAXBRC`  390`  000`  ICMS Amount Consumption
400`  E`  A`  TX`  TAXBRC`  400`  000`  ICMS w/o IPI if IPI Not Active
400`  E`  A`  TX`  TAXBRC`  415`  000`  Net+Disc. (+ICMS if active)
400`  E`  A`  TX`  TAXBRC`  435`  000`  Icms
400`  E`  A`  TX`  TAXBRC`  445`  000`  Recall iicip
400`  E`  A`  TX`  TAXBRC`  446`  000`  Get 440
400`  E`  A`  TX`  TAXBRC`  460`  000`  ICMS Exempt Consumption
400`  E`  A`  TX`  TAXBRC`  500`  000`  ==== Begin of Subtrib =====
400`  E`  A`  TX`  TAXBRC`  505`  000`  Indus.: Net+ ICMS (+ IPI ?)
400`  E`  A`  TX`  TAXBRC`  510`  000`  Take Amount Cons. or Indus.
400`  E`  A`  TX`  TAXBRC`  520`  000`  Get 515
400`  E`  A`  TX`  TAXBRC`  555`  000`  Calc. Base SubTrib Indus.
400`  E`  A`  TX`  TAXBRC`  560`  000`  Calc. Base SubTrib
400`  E`  A`  TX`  TAXBRC`  575`  000`  Indus.: ICMS Amount (tic)
400`  E`  A`  TX`  TAXBRC`  580`  000`  Take tic Indus. or Consumpt.
400`  E`  A`  TX`  TAXBRC`  590`  000`  Recall rate*sub_calc_base
400`  E`  A`  TX`  TAXBRC`  595`  000`  SubTrib Value
400`  E`  A`  TX`  TAXBRC`  650`  000`  ====== Complement ICMS =======
400`  E`  A`  TX`  TAXBRC`  660`  000`  ICMS Complement Rate
400`  E`  A`  TX`  TAXBRC`  670`  000`  Only for Consumption
400`  E`  A`  TX`  TAXBRC`  700`  000`  ====== ICMS on Freight =======
400`  E`  A`  TX`  TAXBRC`  715`  000`  10^n
400`  E`  A`  TX`  TAXBRC`  720`  000`  Freight + ICMS on Freight
400`  E`  A`  TX`  TAXBRC`  725`  000`  ICMS on Freight
400`  E`  A`  TX`  TAXBRC`  750`  000`  ====== SubTrib on Freight ====
400`  E`  A`  TX`  TAXBRC`  755`  000`  Freight + ICMS on Freight
400`  E`  A`  TX`  TAXBRC`  770`  000`  Subtrib on Freight
400`  E`  A`  TX`  TAXBRC`  805`  000`  === Zona Franca ==============
400`  E`  A`  TX`  TAXBRC`  809`  000`  Take icms for ZF
400`  E`  A`  TX`  TAXBRC`  850`  000`  ==== Other Taxes =====
400`  E`  A`  TX`  TAXBRC`  865`  000`  ==== Reimbursement =====
400`  E`  A`  TX`  TAXBRC`  900`  000`  === Dummy  Zero Tax  (FF718)
400`  E`  A`  TX`  TAXBRJ`  150`  000`  Ext. calculation
400`  E`  A`  TX`  TAXBRJ`  200`  000`  Level 200
400`  E`  A`  TX`  TAXBRJ`  300`  000`  Level 300
400`  E`  A`  TX`  TAXBRJ`  500`  000`  Level 500
400`  E`  A`  TX`  TAXBRJ`  700`  000`  Other taxes
400`  E`  A`  TX`  TAXCA`  105`  000`
400`  E`  A`  TX`  TAXCA`  110`  000`  A/P GST
400`  E`  A`  TX`  TAXCA`  120`  000`  A/P and MM
400`  E`  A`  TX`  TAXCA`  199`  000`  Subtotal
400`  E`  A`  TX`  TAXCA`  200`  000`  Subtotal
400`  E`  A`  TX`  TAXCA`  210`  000`  A/P Distributed
400`  E`  A`  TX`  TAXCA`  220`  000`  A/P PST Distributed
400`  E`  A`  TX`  TAXCA`  230`  000`  Subtotal
400`  E`  A`  TX`  TAXCA`  250`  000`
400`  E`  A`  TX`  TAXCA`  251`  000`  Separate G/L posting
400`  E`  A`  TX`  TAXCA`  260`  000`
400`  E`  A`  TX`  TAXCA`  270`  000`
400`  E`  A`  TX`  TAXCA`  298`  000`  Subtotal
400`  E`  A`  TX`  TAXCA`  299`  000`
400`  E`  A`  TX`  TAXCA`  300`  000`  Self assess Federal
400`  E`  A`  TX`  TAXCA`  310`  000`
400`  E`  A`  TX`  TAXCA`  399`  000`
400`  E`  A`  TX`  TAXCA`  410`  000`  Self assess Prov.
400`  E`  A`  TX`  TAXCA`  420`  000`
400`  E`  A`  TX`  TAXCA`  430`  000`
400`  E`  A`  TX`  TAXCA`  498`  000`
400`  E`  A`  TX`  TAXCA`  499`  000`       **********
400`  E`  A`  TX`  TAXCA`  600`  000`       A/R and SD
400`  E`  A`  TX`  TAXCA`  610`  000`  A/R GST
400`  E`  A`  TX`  TAXCA`  698`  000`
400`  E`  A`  TX`  TAXCA`  700`  000`  Subtotal
400`  E`  A`  TX`  TAXCA`  710`  000`  A/R GST
400`  E`  A`  TX`  TAXCA`  720`  000`  A/R GST
400`  E`  A`  TX`  TAXCAJ`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXCAJ`  120`  000`  Subtotal
400`  E`  A`  TX`  TAXCAJ`  198`  000`       ***********
400`  E`  A`  TX`  TAXCAJ`  199`  000`       A/P taxes
400`  E`  A`  TX`  TAXCAJ`  200`  000`  Federal Taxes
400`  E`  A`  TX`  TAXCAJ`  210`  000`  A/P Federal
400`  E`  A`  TX`  TAXCAJ`  220`  000`
400`  E`  A`  TX`  TAXCAJ`  230`  000`  Subtotal Base + GST
400`  E`  A`  TX`  TAXCAJ`  299`  000`
400`  E`  A`  TX`  TAXCAJ`  300`  000`  Distributed Prov.
400`  E`  A`  TX`  TAXCAJ`  310`  000`
400`  E`  A`  TX`  TAXCAJ`  320`  000`
400`  E`  A`  TX`  TAXCAJ`  399`  000`
400`  E`  A`  TX`  TAXCAJ`  400`  000`  Separate G/L Prov.
400`  E`  A`  TX`  TAXCAJ`  410`  000`
400`  E`  A`  TX`  TAXCAJ`  420`  000`
400`  E`  A`  TX`  TAXCAJ`  499`  000`
400`  E`  A`  TX`  TAXCAJ`  500`  000`  Self Assess Federal
400`  E`  A`  TX`  TAXCAJ`  510`  000`
400`  E`  A`  TX`  TAXCAJ`  599`  000`
400`  E`  A`  TX`  TAXCAJ`  600`  000`  Self-assess Prov.
400`  E`  A`  TX`  TAXCAJ`  610`  000`
400`  E`  A`  TX`  TAXCAJ`  620`  000`
400`  E`  A`  TX`  TAXCAJ`  698`  000`
400`  E`  A`  TX`  TAXCAJ`  699`  000`       **********
400`  E`  A`  TX`  TAXCAJ`  700`  000`       A/R and SD
400`  E`  A`  TX`  TAXCAJ`  710`  000`
400`  E`  A`  TX`  TAXCAJ`  720`  000`  Subtotal incl. GST
400`  E`  A`  TX`  TAXCAJ`  750`  000`
400`  E`  A`  TX`  TAXCAJ`  760`  000`
400`  E`  A`  TX`  TAXCAJ`  799`  000`  =============
400`  E`  A`  TX`  TAXCAJ`  800`  000`  Flat Tax on Employee Travel
400`  E`  A`  TX`  TAXCH`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXCN`  200`  000`  Acquisition Tax Cred
400`  E`  A`  TX`  TAXCN`  210`  000`  Acquisition Tax Deb.
400`  E`  A`  TX`  TAXCZ`  100`  000`
400`  E`  A`  TX`  TAXCZ`  110`  000`
400`  E`  A`  TX`  TAXCZ`  120`  000`
400`  E`  A`  TX`  TAXD`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXDK`  130`  000`  Acquisition Tax Deb.
400`  E`  A`  TX`  TAXDK`  150`  000`  Non-ded. Acqu. Tax
400`  E`  A`  TX`  TAXES`  210`  000`  Acquisition Tax Deb.
400`  E`  A`  TX`  TAXF`  140`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXF`  150`  000`
400`  E`  A`  TX`  TAXF`  160`  000`
400`  E`  A`  TX`  TAXFI`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXFI`  110`  000`  Output Tax
400`  E`  A`  TX`  TAXFI`  120`  000`  Input tax
400`  E`  A`  TX`  TAXFI`  130`  000`  Input tax
400`  E`  A`  TX`  TAXFI`  140`  000`  Travel Expenses (%)
400`  E`  A`  TX`  TAXFI`  150`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXFI`  200`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXFI`  210`  000`  Acquisition Tax Deb.
400`  E`  A`  TX`  TAXINJ`  110`  000`  Calculated Call
400`  E`  A`  TX`  TAXINJ`  120`  000`  Sub total
400`  E`  A`  TX`  TAXINJ`  205`  000`  IN: A/P AED setoff
400`  E`  A`  TX`  TAXINJ`  207`  000`  IN: A/P AED setoff
400`  E`  A`  TX`  TAXINJ`  212`  000`  IN A/P AED inventory
400`  E`  A`  TX`  TAXINJ`  214`  000`  IN: A/P BED setoff
400`  E`  A`  TX`  TAXINJ`  215`  000`  BASE+all duties
400`  E`  A`  TX`  TAXINJ`  217`  000`  IN Sales tax setoff
400`  E`  A`  TX`  TAXINJ`  220`  000`  IN C Sales tax inv.
400`  E`  A`  TX`  TAXINJ`  230`  000`  IN L Sales tax inv.
400`  E`  A`  TX`  TAXINJ`  250`  000`  IN: Service tax cred
400`  E`  A`  TX`  TAXINJ`  260`  000`  IN: Service tax debi
400`  E`  A`  TX`  TAXINJ`  510`  000`  IN: A/R BED
400`  E`  A`  TX`  TAXINJ`  512`  000`  IN: A/R AED
400`  E`  A`  TX`  TAXINJ`  513`  000`  IN: A/R SED
400`  E`  A`  TX`  TAXINJ`  514`  000`  IN: A/R Cess
400`  E`  A`  TX`  TAXINJ`  515`  000`  sub total
400`  E`  A`  TX`  TAXINJ`  520`  000`  IN: A/R CST
400`  E`  A`  TX`  TAXINJ`  530`  000`  IN: AR LST
400`  E`  A`  TX`  TAXINJ`  540`  000`  IN: A/R CST Surcharg
400`  E`  A`  TX`  TAXINJ`  550`  000`  IN: AR LST Surcharg
400`  E`  A`  TX`  TAXINJ`  585`  000`  Total excise duty
400`  E`  A`  TX`  TAXINJ`  588`  000`  Copy net price
400`  E`  A`  TX`  TAXINJ`  590`  000`  Price + ED
400`  E`  A`  TX`  TAXINJ`  600`  000`  Net price + ED + ST
400`  E`  A`  TX`  TAXINJ`  740`  000`
400`  E`  A`  TX`  TAXINN`  110`  000`  Calculated Call
400`  E`  A`  TX`  TAXINN`  120`  000`  Sub total
400`  E`  A`  TX`  TAXINN`  585`  000`  Total excise duty
400`  E`  A`  TX`  TAXINN`  588`  000`  Copy net price
400`  E`  A`  TX`  TAXINN`  590`  000`  Price + ED
400`  E`  A`  TX`  TAXINN`  600`  000`  Net price + ED + ST
400`  E`  A`  TX`  TAXIT`  200`  000`  Acqu.Tax Outgoing-RU
400`  E`  A`  TX`  TAXIT`  210`  000`  Acqu.Tax Inc.- Ro.up
400`  E`  A`  TX`  TAXIT`  300`  000`  ventilazione
400`  E`  A`  TX`  TAXJP`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXJP`  120`  000`
400`  E`  A`  TX`  TAXLIU`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXMX`  100`  000`
400`  E`  A`  TX`  TAXMX`  110`  000`  Sumptuary Tax
400`  E`  A`  TX`  TAXMX`  120`  000`  Output Tax
400`  E`  A`  TX`  TAXMX`  130`  000`
400`  E`  A`  TX`  TAXMX`  140`  000`
400`  E`  A`  TX`  TAXMX`  150`  000`
400`  E`  A`  TX`  TAXMX`  160`  000`
400`  E`  A`  TX`  TAXNL`  100`  000`  Test
400`  E`  A`  TX`  TAXNO`  110`  000`
400`  E`  A`  TX`  TAXNO`  130`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXNO`  310`  000`  Investment Tax Norw.
400`  E`  A`  TX`  TAXNO`  320`  000`  Offsett.Item-Inv.Tax
400`  E`  A`  TX`  TAXPT`  100`  000`
400`  E`  A`  TX`  TAXPT`  110`  000`  Round.Up Output Tax
400`  E`  A`  TX`  TAXPT`  120`  000`  Input tax
400`  E`  A`  TX`  TAXPT`  140`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXPT`  150`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXPT`  200`  000`  Acquisition Tax Cred
400`  E`  A`  TX`  TAXPT`  210`  000`  Acquisition Tax Deb.
400`  E`  A`  TX`  TAXRS`  100`  000`
400`  E`  A`  TX`  TAXRS`  110`  000`
400`  E`  A`  TX`  TAXRS`  120`  000`
400`  E`  A`  TX`  TAXRS`  140`  000`
400`  E`  A`  TX`  TAXRS`  150`  000`
400`  E`  A`  TX`  TAXRS`  200`  000`
400`  E`  A`  TX`  TAXRS`  210`  000`
400`  E`  A`  TX`  TAXRU`  150`  000`  Total output tax
400`  E`  A`  TX`  TAXSE`  125`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXTW`  100`  000`  Base amount
400`  E`  A`  TX`  TAXTW`  110`  000`  Output Tax
400`  E`  A`  TX`  TAXTW`  120`  000`  Input tax
400`  E`  A`  TX`  TAXUAC`  100`  000`
400`  E`  A`  TX`  TAXUAC`  110`  000`
400`  E`  A`  TX`  TAXUAC`  120`  000`
400`  E`  A`  TX`  TAXUAC`  130`  000`
400`  E`  A`  TX`  TAXUAC`  140`  000`
400`  E`  A`  TX`  TAXUAC`  150`  000`
400`  E`  A`  TX`  TAXUS`  200`  000`  A/P Distributed
400`  E`  A`  TX`  TAXUS`  300`  000`  A/P Undistributed
400`  E`  A`  TX`  TAXUS`  400`  000`  A/P Use Tax Distributed
400`  E`  A`  TX`  TAXUS`  500`  000`  A/R Sales Tax
400`  E`  A`  TX`  TAXUSJ`  120`  000`
400`  E`  A`  TX`  TAXUSJ`  200`  000`
